,Mx,My,Mt
1.506,0.06957515359618749,0.003408363464020063,0.001066819920957704
1.507,0.0695523817121368,0.002856231763264022,0.0010788906526735405
1.508,0.06960611529894078,0.0022622615083588565,0.0010958651550696916
1.509,0.06973609040379546,0.0018081895280832039,0.0011085076907916467
1.51,0.06997294808815212,0.0014020255840682394,0.001117849664520326
1.511,0.07034347993325854,0.0010396938114619683,0.0011317466571643022
1.512,0.07074786783306893,0.000835149478962377,0.001145478941132099
1.513,0.07109006209174387,0.0006179250535387551,0.0011541508845229031
1.514,0.07127617185281941,0.00044412759160680076,0.0011586734817689397
1.515,0.07126219252492806,0.00042829559500065506,0.0011615968576622858
1.516,0.07105248918391435,0.0005374712539937543,0.0011631611016316564
1.517,0.07072691712613771,0.0006806807022847541,0.001161107988326008
1.518,0.07038045847305442,0.0008127119125886303,0.001160426752351762
1.519,0.07013731211237928,0.0010787483818991278,0.0011536253990511126
1.52,0.06981665199465133,0.0012255425648696958,0.0011473449813154918
1.521,0.06960313448307819,0.0014178805046942203,0.0011455534046328217
1.522,0.06937106064461858,0.001494620882161797,0.0011423744865100161
1.523,0.0690584936053648,0.0016100327714782085,0.001144646357377094
1.524,0.06863455605813815,0.001685776976885739,0.0011491789331978103
1.525,0.0681708439073155,0.0017599470524954745,0.0011501042122286174
1.526,0.06750309448663179,0.0018792861654194012,0.0011454872559827768
1.527,0.06676150646381906,0.002065526268755835,0.0011476221052027897
1.528,0.06603289051859221,0.0022578658799598944,0.0011501234303719571
1.529,0.06537232704480601,0.0024152268767460017,0.0011465227219348935
1.53,0.06481747211533076,0.002622954484927484,0.0011405319600194773
1.531,0.06429814850877996,0.0027700445694650994,0.0011326966553847398
1.532,0.0638754675322741,0.0029958192314469834,0.0011220987037733878
1.533,0.06343973800092098,0.003165607607749853,0.0011029440493846758
1.534,0.06295162614632005,0.003327972369977383,0.0010838404519397681
1.535,0.062307741612918494,0.0035394140695980754,0.0010599974934814228
1.536,0.0616276114200697,0.003775546507224733,0.0010389189370212009
1.537,0.06087437519746654,0.004108473756553151,0.001012190145625128
1.538,0.06010808093846151,0.004460377433905899,0.0009864712156702994
1.539,0.059461265281663574,0.004886352023927561,0.0009603727704236846
1.54,0.058897423914214056,0.005292656698236968,0.0009346641934394277
1.541,0.05854712322122344,0.005621146705662185,0.0009070938518873402
1.542,0.05834777783159619,0.005917750735480808,0.0008828613990188748
1.543,0.05825343571344184,0.006234612959822838,0.0008584657283889753
1.544,0.05816635950435266,0.006460390127861516,0.0008345662149306264
1.545,0.05800582729045682,0.006629402154487713,0.0008127878842456054
1.546,0.057811486800215445,0.006743029370153314,0.0007865751949201266
1.547,0.05764655594102095,0.006857048243459051,0.0007642713293271112
1.548,0.05737272031116026,0.006908176112145729,0.0007428423130338844
1.549,0.05709066833991357,0.00699247521893933,0.0007233693750400964
1.55,0.05685944389857425,0.007049776789385781,0.0007017800589356687
1.551,0.05661803736411675,0.007055952366958319,0.0006804981570132538
1.552,0.056590114511755316,0.006949066054632103,0.00065849528831897
1.553,0.05659937532100781,0.006879954138896843,0.0006381189480472163
1.554,0.05661954112262024,0.006787662554052392,0.0006177016966340877
1.555,0.05646721296295816,0.00668244771548978,0.0006031888999496717
1.556,0.056236019077726684,0.00655812051636228,0.0005875691211018031
1.557,0.055956582260551335,0.006450825525717834,0.0005724185217007989
1.558,0.05547537277249055,0.006340086768403152,0.0005597751728547596
1.559,0.054890336173263964,0.0062469779637170115,0.0005441401074553171
1.56,0.05438714444522751,0.006206353034414441,0.0005337796355376087
1.561,0.05394560511615609,0.006183792925519571,0.000524799401885658
1.562,0.05368336621233407,0.006151844338689418,0.0005175255439191194
1.563,0.05354369058280891,0.006132743410304471,0.0005109301749555488
1.564,0.05350488627476683,0.006045327107077213,0.0005016305653359937
1.565,0.05357092066704686,0.00600459528282447,0.0004995196337251007
1.566,0.05359121107562058,0.005959705313903205,0.0004968908240370887
1.567,0.05353614159330122,0.0059218212330110105,0.0004948626414022003
1.568,0.05332531920411377,0.005900182125962099,0.0004904108542706227
1.569,0.05299888723033653,0.005784493696295981,0.0004891227602518277
1.57,0.05273379261171181,0.005665960301812843,0.0004933364801636646
1.571,0.05251244540469426,0.005503209897719134,0.0005003679341882713
1.572,0.052357524680164025,0.005360379613799161,0.0005068027293756332
1.573,0.052307646194663215,0.0051640817417548755,0.0005134479514896787
1.574,0.05231771587346652,0.004931011462401082,0.0005234295822275422
1.575,0.052413298952661114,0.004761443794789936,0.0005368753520749324
1.576,0.0524935780659883,0.004566288275164695,0.0005519320291022002
1.577,0.052526649036419834,0.004390028731848433,0.0005660229599045518
1.578,0.05240655554649036,0.004263119165330214,0.0005852946882505319
1.579,0.05220877863766787,0.004087636844321611,0.0006039335697507089
1.58,0.052011160076208277,0.003968206616062524,0.0006207097506933305
1.581,0.0517910281482022,0.0037543591785928815,0.0006382350940789439
1.582,0.051694497565082105,0.00364815154194516,0.000656248302256431
1.583,0.05173224186600554,0.00349402844395148,0.0006682477741659395
1.584,0.05187238974355903,0.0035273884750272304,0.0006785250873452952
1.585,0.05215705104660279,0.0035026937760366354,0.0006863853606630286
1.586,0.052474406662195966,0.0035821336473866594,0.0006936758720885747
1.587,0.05272041925421663,0.0037678272658937875,0.0006981836801532983
1.588,0.052829719004336056,0.0039102497853288,0.000701064310401651
1.589,0.05279843556160438,0.0040273255723719675,0.000702477497227305
1.59,0.052693856034684225,0.004015697960231459,0.0006994128214980403
1.591,0.052583721321353846,0.004009721784340578,0.0006960654976936741
1.592,0.05251199332545651,0.003933599553327836,0.0006939445580420919
1.593,0.05256658217272532,0.0038801771756972123,0.0006895825165410979
1.594,0.05282758117832872,0.00370291768380752,0.0006882597069261607
1.595,0.05323634940220725,0.003612561647326501,0.0006835294522500874
1.596,0.05375423543498684,0.003583786481987329,0.0006790663355654359
1.597,0.05433153029957524,0.0035838925429552797,0.0006764779073555332
1.598,0.05487134522703512,0.0035409384941590266,0.0006694097649076501
1.599,0.05531255513124215,0.0034939708481929455,0.0006605770373649417
1.6,0.05566098166949381,0.003436252341708714,0.0006524203908761066
1.601,0.055869882603812704,0.0033041792636565592,0.0006452285172916035
1.602,0.05601272073163767,0.0030772271731000517,0.0006339634572612798
1.603,0.056152318017175726,0.0028080686472556856,0.0006261037474147978
1.604,0.05640383234786365,0.0025741159374531386,0.0006160372316690828
1.605,0.056797164851705155,0.0024073851707403487,0.0006100368331006541
1.606,0.05718761064005575,0.0022493200499291584,0.0006006119102047137
1.607,0.0577027799567576,0.002283533431237255,0.0005921590183830324
1.608,0.058271704103392746,0.002360400754636005,0.0005733096396618031
1.609,0.058832173391840964,0.0025296354785641385,0.000556891588394497
1.61,0.05919336292810619,0.0028030263511808276,0.0005352602018624476
1.611,0.05935532513164225,0.0032394034698555937,0.000518257668884551
1.612,0.059203054564251734,0.0035754143751468882,0.0004937106955608713
1.613,0.05905469426652822,0.003958103166637729,0.0004649033249798628
1.614,0.05860870390999595,0.004387264021558706,0.00043430134088710056
1.615,0.058094671825181764,0.004858853745689539,0.0004033429626958661
1.616,0.0577298012272629,0.005319038279683882,0.0003736716545887226
1.617,0.05741806544718252,0.005803477730931192,0.00034805480731580555
1.618,0.057227428671531876,0.006261937329228926,0.0003222701777685406
1.619,0.05704962313466051,0.006748167119414144,0.0003000689978776515
1.62,0.057010643563731006,0.007282535177487828,0.00028250002647965396
1.621,0.056948265239213675,0.007752900892387601,0.0002677785378473791
1.622,0.05683228440798924,0.008279815662071512,0.00025776889120640887
1.623,0.0565901979916269,0.008779202920516697,0.0002496111316780971
1.624,0.05602458026759945,0.009265896295184976,0.00024187541671255981
1.625,0.055354554807652674,0.00971947048631329,0.00023725413063080246
1.626,0.05461038621600921,0.010245048493751458,0.0002310806086120395
1.627,0.05402600768599318,0.010781489203687905,0.00022319019909992644
1.628,0.053388947256237135,0.011358128585550315,0.00020987952111168392
1.629,0.05281580625492019,0.011925411558882191,0.00019717991176262074
1.63,0.05244890538790105,0.012510367505193099,0.00018354396308302169
1.631,0.05227067261496981,0.01306585314212556,0.00016782984690899192
1.632,0.052176800942067315,0.013576847406093922,0.00015100671485520929
1.633,0.05205795581459856,0.014098035447647515,0.0001324473755921811
1.634,0.05190048460279367,0.0145904507762861,0.00011758628035024035
1.635,0.05167367555295503,0.0151353346523839,0.00010394641432258855
1.636,0.05140010456869391,0.015668133037657225,8.789526080689241e-05
1.637,0.05103584052263763,0.016207446120066693,7.038109337418014e-05
1.638,0.05077332256136272,0.01662736814552872,5.6616781124632155e-05
1.639,0.05059581584517055,0.017056352969344914,4.417707269081072e-05
1.64,0.0506757081639202,0.0173431360371589,3.720237894968504e-05
1.641,0.050902466093812035,0.017602155055873342,3.033238090558029e-05
1.642,0.05127744347714436,0.01778373283158141,2.807475013000526e-05
1.643,0.051729752954377255,0.017842439812726985,3.3241695750571565e-05
1.644,0.05219981985957357,0.017945116429578186,4.4811294327021375e-05
1.645,0.05250788776889978,0.017981675150142106,5.92369191804421e-05
1.646,0.05259498504250357,0.018022943145685043,7.255390465212529e-05
1.647,0.05269144634932946,0.018064344686986183,9.34509526981829e-05
1.648,0.05281178112450104,0.018058364996185395,0.00011859627650876608
1.649,0.052779763266496124,0.01801547405248602,0.00015125572376765314
1.65,0.05275596884439406,0.017939051654163513,0.00018035195708746728
1.651,0.05283740240982611,0.017763229523278204,0.00021080305222471524
1.652,0.052968739629696227,0.017645859841585797,0.0002474796012801134
1.653,0.053102379163145315,0.017436339373604517,0.00028566190638189596
1.654,0.05327599648324002,0.01716760970666298,0.00031972777906875386
1.655,0.0533973822160933,0.0170398120857833,0.00035359075850421455
1.656,0.0533623580753374,0.016919584752869234,0.0003875780736368594
1.657,0.0532537929058213,0.016802021266676587,0.0004185604541927603
1.658,0.05316192046498798,0.016796398228219954,0.0004496215209493602
1.659,0.053083392984093564,0.016772515810353602,0.00047744525494463057
1.66,0.05304208501178412,0.01689774757086585,0.0005021031134216467
1.661,0.05304570017834155,0.016956447893590326,0.0005267067373739417
1.662,0.05312840661405594,0.016975785655235047,0.0005456414741176178
1.663,0.05316230295735856,0.016835172315686348,0.0005615488550810742
1.664,0.053077199203953644,0.016621921662193284,0.0005750763226058834
1.665,0.053007368424099574,0.016440001339581754,0.0005868822206953213
1.666,0.05286766549855522,0.01618959346948232,0.0006007097235411883
1.667,0.052679573665463976,0.0158590361794909,0.0006141513457127543
1.668,0.052461943459937474,0.015431950380755885,0.0006217524001174094
1.669,0.05237696864756686,0.015010827820490721,0.0006314041833281956
1.67,0.0523136093022147,0.014368970391161015,0.0006415698864034432
1.671,0.05226112539324473,0.013665584927618137,0.0006554370075107055
1.672,0.05221076812342233,0.012798257080634208,0.0006643790960929128
1.673,0.052083220236404576,0.011796714926037219,0.0006721673551839155
1.674,0.05184088737487218,0.010684946611869285,0.0006814834042624276
1.675,0.05157487051083934,0.009467805032272847,0.0006939864302174879
1.676,0.051063972273845876,0.008167207406361843,0.0007064968536264441
1.677,0.050568054502111194,0.0067688616240940275,0.0007215677660697974
1.678,0.050040302715791345,0.005432401625119383,0.0007361530194132297
1.679,0.049525213868567654,0.003986661400333047,0.0007558189699594457
1.68,0.04902727049619757,0.0024846317619193203,0.0007732662352386727
1.681,0.04859706353725612,0.001006065109200066,0.0007906893441906249
1.682,0.048221417255043086,-0.0005430798403560713,0.0008048942250822725
1.683,0.04769745932596814,-0.0020384547740048067,0.0008179519160114581
1.684,0.04715225043478177,-0.0035274044131237206,0.0008270312229344839
1.685,0.046489830384410805,-0.004774158638964222,0.0008334451917433799
1.686,0.04576475790374998,-0.00590678997180151,0.0008374457187475116
1.687,0.045025351279956265,-0.007036488136837674,0.0008377411399382341
1.688,0.0442275599315645,-0.008029950903793548,0.0008333547640816397
1.689,0.04353497512580241,-0.008892180075544778,0.0008289588018055932
1.69,0.04291640962912049,-0.009734485495453027,0.0008224920823192297
1.691,0.04237016091509715,-0.0104255162444898,0.000816525125168637
1.692,0.04189123179913685,-0.011151890327440656,0.0008095092252636244
1.693,0.04148106160330361,-0.011832581337957324,0.0007968508386055082
1.694,0.04106774777799841,-0.012502595596662322,0.0007898474789694182
1.695,0.04064430638643995,-0.013030588215265135,0.0007850678424540173
1.696,0.040192777508694245,-0.013463147763880454,0.0007782545621253425
1.697,0.03974779952732271,-0.013757892595176818,0.0007707007354245141
1.698,0.03928819974025406,-0.013879417101058167,0.0007674043662665276
1.699,0.038941056925673796,-0.014009285965989604,0.0007618496613958828
1.7,0.03857388717972878,-0.014133209545694012,0.0007570513775730806
1.701,0.03832307036759158,-0.014276262599302356,0.0007534314984717279
1.702,0.03801993145109268,-0.01442676455676671,0.0007499389973331759
1.703,0.03768050475788472,-0.01470510684807251,0.0007408775113645707
1.704,0.03728730562476437,-0.014914228684835357,0.0007354316821235335
1.705,0.03687625946342533,-0.015051836477175978,0.0007297553620148244
1.706,0.03645036867918022,-0.015127261617175036,0.0007217774676361599
1.707,0.036066604982591476,-0.01505186238235351,0.000714474935601737
1.708,0.03578105463274041,-0.01485590462515081,0.0007080993324045977
1.709,0.035665227405797764,-0.014599074858645922,0.0007040224764803741
1.71,0.03571312594423081,-0.014372236037731231,0.0007004622723870593
1.711,0.03579802627242163,-0.014149344332524114,0.0006957789531105664
1.712,0.03587144174333963,-0.013968968483479796,0.0006912582948945525
1.713,0.03595548017730649,-0.013818391080744341,0.0006891130571852864
1.714,0.035880555791968326,-0.013848293189764577,0.0006894799869037094
1.715,0.03572531857873642,-0.01389600570517191,0.0006895640357003332
1.716,0.03554958552287857,-0.013928430056868779,0.0006905935700327644
1.717,0.035363100374374526,-0.013923260939237278,0.0006899496308479325
1.718,0.035273199717764284,-0.013867477366963962,0.0006878942771471312
1.719,0.03532606517723899,-0.013736298489441814,0.0006841142559121501
1.72,0.03549134131989168,-0.013577494490101455,0.0006792138015168233
1.721,0.03571002633530251,-0.013418911869112204,0.0006740274761066739
1.722,0.03601855647635479,-0.01326033824236332,0.0006661572613204084
1.723,0.03627333631925897,-0.013160885589463447,0.0006546537029532966
1.724,0.03648574119755991,-0.013086945954419449,0.0006415209606892211
1.725,0.03656411491289419,-0.013138781172295888,0.0006271003762990374
1.726,0.036527990683309766,-0.013292062997511872,0.0006131820006843713
1.727,0.036400683017372364,-0.01344565834380862,0.0006001711454849992
1.728,0.036327657721608925,-0.013584670183451553,0.0005885410971221039
1.729,0.03629767935195556,-0.013705870425957764,0.0005802817353201634
1.73,0.036335195950683005,-0.013816936637050123,0.0005745315146093322
1.731,0.03646062447933382,-0.013899503798787127,0.000570179570126949
1.732,0.03662720304059142,-0.014009160983270832,0.0005676436088075018
1.733,0.03678554006233229,-0.014131694709952902,0.0005692320911957935
1.734,0.0369089217992589,-0.014300415588594698,0.0005705232677286687
1.735,0.036933975955190025,-0.01451846888109977,0.0005758589528157857
1.736,0.036897269215061625,-0.014763944004074714,0.0005801867772144483
1.737,0.036852625597980776,-0.014988782849939458,0.0005837212846295367
1.738,0.03673159940710842,-0.01527591726045388,0.0005917015892043952
1.739,0.036638597720664044,-0.015482449162739095,0.0005969497461139143
1.74,0.03655147760447669,-0.01566514044251298,0.0006012587238656407
1.741,0.03656841426098425,-0.015733441453270255,0.0006077784314247358
1.742,0.03669453970044046,-0.015732586821586916,0.0006104270920685028
1.743,0.03688893801838913,-0.015540928408937171,0.0006113587506892983
1.744,0.0370591780971344,-0.015261507388163606,0.000611647358092281
1.745,0.03732284294068778,-0.01488558518966246,0.0006103531189792785
1.746,0.037667927556078555,-0.014422064480478489,0.0006001337783830955
1.747,0.03793176552402388,-0.013953423154921554,0.0005901241429776263
1.748,0.038305832227343566,-0.013493319915468663,0.0005759631892707603
1.749,0.03856932783419445,-0.013029238666845536,0.0005551827676284714
1.75,0.038872722495093305,-0.01245533012216607,0.0005293280493946465
1.751,0.0391344061806438,-0.011734297132605126,0.0004993614277220091
1.752,0.03937527050621424,-0.011012438094562524,0.0004634171026856703
1.753,0.039703827239557225,-0.0103094181648056,0.0004259834938623168
1.754,0.04003423344876341,-0.009455245964723524,0.0003864717885094065
1.755,0.040494541130394204,-0.008413595147622022,0.00034480607450769577
1.756,0.04101493349776583,-0.00738334832479165,0.00030295769300491075
1.757,0.0416798842316817,-0.006489953048272379,0.0002628898484714071
1.758,0.042295324143696134,-0.005587496482450105,0.00022712496526002888
1.759,0.04300874811469389,-0.004856981233374691,0.00019621530811568614
1.76,0.04369469730445982,-0.00423570865945308,0.00016614801309164964
1.761,0.04427722796236949,-0.0036480202067939657,0.00013832718148000747
1.762,0.04478379859156489,-0.0032660746751250053,0.00011793783501035069
1.763,0.045186351846874286,-0.0029437533967336393,9.442199653435126e-05
1.764,0.04557203072555574,-0.0025580160118339745,7.321215222944714e-05
1.765,0.0459800980510014,-0.002162058629820815,5.323414796415418e-05
1.766,0.04643779935390123,-0.0017147309740686983,3.183648449972624e-05
1.767,0.04697847484737587,-0.0013636472972659436,8.56901764767769e-06
1.768,0.04779666773545456,-0.0011008110822292305,-1.3203328393338824e-05
1.769,0.04869078069392813,-0.0010542693066236813,-3.660611888204793e-05
1.77,0.04959879419276942,-0.0011530861413545507,-6.11724315837495e-05
1.771,0.05056387333196953,-0.0013379327286748913,-8.373547039397126e-05
1.772,0.051405804336328347,-0.0016395778996161486,-0.00010509756044987096
1.773,0.05211270330311694,-0.0021713164747982697,-0.00013027491007764272
1.774,0.052591332587323875,-0.0026458893629172017,-0.00015509483232140254
1.775,0.05298059283701512,-0.003122071368874206,-0.0001749223729311393
1.776,0.053384670656096825,-0.0035913888762743595,-0.00019123029570173824
1.777,0.05391120806990907,-0.004014881061332243,-0.00021055110252851688
1.778,0.05458759027595062,-0.004451904303674287,-0.00023238092903050912
1.779,0.05539003644981427,-0.004747569860816786,-0.0002490651751232865
1.78,0.05630798983554821,-0.005141771266853654,-0.00026466233284824667
1.781,0.05729061119573364,-0.005538227300755448,-0.00027901998165173975
1.782,0.058141517556038615,-0.006007278146402759,-0.0002947089110580709
1.783,0.05882048474520059,-0.006421736012398496,-0.0003147957420241755
1.784,0.05920918481093222,-0.006833246488122113,-0.00033700597287227984
1.785,0.0593685093250451,-0.007115281310598333,-0.0003558224687975364
1.786,0.05935858493004359,-0.007306488106324394,-0.00036991369933406064
1.787,0.0593021774632143,-0.007342059214685073,-0.00038530591785912525
1.788,0.05939609885043854,-0.007303873436248498,-0.000401180604638051
1.789,0.05953162280694545,-0.0072169479787661805,-0.00041153971577348437
1.79,0.059914393701646335,-0.007059458060232247,-0.00042221263680929804
1.791,0.06040694473511288,-0.006950208703274535,-0.000427732270607042
1.792,0.061052112933921356,-0.006780319513985465,-0.0004366429301221362
1.793,0.06168240206098135,-0.006697802673620915,-0.00044466198289568493
1.794,0.06214963843027609,-0.006525572952175177,-0.00044946597984392184
1.795,0.06246798956680772,-0.00643320002772749,-0.0004529242222000566
1.796,0.06271155007248551,-0.006339373781832913,-0.0004580529520542045
1.797,0.06291378611606079,-0.00613820952975791,-0.00046218152345307053
1.798,0.06305890163881822,-0.006063520704840328,-0.0004661349885132606
1.799,0.06330466274922658,-0.0058256040113687756,-0.0004689003715156005
1.8,0.06366984362958392,-0.005746191580418617,-0.0004715335507262165
1.801,0.0641161394491539,-0.005615812636985655,-0.0004743207108478726
1.802,0.06457115969512332,-0.005600959555810617,-0.0004776410125382611
1.803,0.06492177796484933,-0.005699375935652068,-0.00047563273412808843
1.804,0.06510391989528261,-0.0059070745414730235,-0.0004744126347521608
1.805,0.0650842403501823,-0.006071919390267624,-0.0004723461377176523
1.806,0.06491586779674326,-0.006159719461484057,-0.0004684680876057853
1.807,0.06467368584254257,-0.006340057650602922,-0.0004680601912571093
1.808,0.064455161666498,-0.0064140487502568,-0.0004670534572719496
1.809,0.06429481784409367,-0.006325295938300085,-0.0004646975112591855
1.81,0.06421881422175067,-0.006158299839099005,-0.00046456018262923783
1.811,0.0641625818380704,-0.005930418241325706,-0.0004659103447271873
1.812,0.06404795000274495,-0.005657976841910996,-0.00046263164834186004
1.813,0.06397992499644917,-0.00528531424660932,-0.0004590558671867834
1.814,0.06376504832896099,-0.004860546931250329,-0.00046002983796157
1.815,0.06335766915740607,-0.004414705963691201,-0.0004578920928817683
1.816,0.06288214633923937,-0.003927841040148376,-0.00045443251795896435
1.817,0.0623991861158227,-0.0034183763125982666,-0.00045003308385872657
1.818,0.06187282778706926,-0.002778661456103563,-0.00044302809824629493
1.819,0.061509597719856736,-0.0020385653180235355,-0.00043465395590655564
1.82,0.06117943604528728,-0.0013091297518707404,-0.0004278537786366767
1.821,0.06097108604975155,-0.00043572446059201957,-0.0004210318563230243
1.822,0.06081348900668394,0.0004245667443491287,-0.0004144706636696688
1.823,0.06076022558674038,0.0012301720178577273,-0.00041231681702954415
1.824,0.06069414826367269,0.0020250881741571483,-0.0004078756554200489
1.825,0.060493225421810216,0.0028136552364491016,-0.0004053122111226837
1.826,0.060296580436186825,0.003588668125952755,-0.0004028447260504218
1.827,0.06010733702529962,0.004202996957997642,-0.0004018011380995637
1.828,0.05995648234207998,0.00485540011373375,-0.0003984101707343315
1.829,0.05991661797661969,0.005494219471535862,-0.0003956618733047462
1.83,0.06002024054398107,0.0061620298377130685,-0.00039008594123819706
1.831,0.06025121156026529,0.006751317717994551,-0.00038666187579029484
1.832,0.06047196290103854,0.007337190205358727,-0.00038607667598621347
1.833,0.06074252458124082,0.007951396234102522,-0.00038625040564619414
1.834,0.0609265967260541,0.008603757315363374,-0.0003858354677190568
1.835,0.06107326519782756,0.009250158687115512,-0.00038756353236134647
1.836,0.06114620707981912,0.009865853730066272,-0.00039054329144214
1.837,0.0612396261033238,0.010447721038838651,-0.0003981229948429168
1.838,0.06135705873965186,0.010974889652346926,-0.0004041015190868237
1.839,0.061555703633189296,0.011384451216909352,-0.00041559724337397177
1.84,0.06189301139490653,0.01180195805320074,-0.00042818980014408265
1.841,0.062287969122426706,0.012093621420075803,-0.00044296449925764446
1.842,0.0627348425951611,0.01219194594481799,-0.00045858315140221795
1.843,0.06320786496088346,0.01223618015561678,-0.00047668727861339944
1.844,0.06363524859530026,0.012260350873350288,-0.0004961802173756641
1.845,0.06394943336250512,0.012168473599500608,-0.0005195034242733321
1.846,0.06427803112643862,0.012087495212251557,-0.0005403678088150275
1.847,0.06459420145231137,0.012008224878169216,-0.0005612781768194158
1.848,0.06491901170856795,0.0118228661291235,-0.0005835377567064347
1.849,0.06539108246748819,0.011553387614515935,-0.000603910024489612
1.85,0.0658847725620599,0.011258629601429515,-0.000621654726825911
1.851,0.06646657018658722,0.010890599626026377,-0.0006350750087579321
1.852,0.06713729757190096,0.010365587304090023,-0.0006444449626898171
1.853,0.06782211546975367,0.009832364092095744,-0.0006538129815784715
1.854,0.0684547177731665,0.009180928046652062,-0.0006632191600342914
1.855,0.0689796094680057,0.008604515167252587,-0.0006693488376847877
1.856,0.06942865268698419,0.007980234192393212,-0.000676545455187785
1.857,0.06979887838704665,0.0073405104440500794,-0.0006815670872527743
1.858,0.070132715213501,0.006803350917598927,-0.000691346797661145
1.859,0.07047421482706417,0.0063571225150826065,-0.0007007458900676657
1.86,0.07082419451851918,0.005982034519149753,-0.0007179548185476128
1.861,0.07124253177956572,0.005760793932661906,-0.0007378494514082646
1.862,0.0716762021077918,0.005517699954670052,-0.0007668565431687726
1.863,0.07206838233284313,0.005319644507120167,-0.000800319413019564
1.864,0.07236724150524923,0.00515044586984649,-0.0008382616535194661
1.865,0.07262493345216461,0.005010408585523957,-0.0008759698409542065
1.866,0.07279558924870268,0.004783876641359486,-0.0009178147814941816
1.867,0.07284922102523353,0.004538331852044504,-0.0009621390691135138
1.868,0.07285077549290118,0.004300202726306754,-0.0010040144555055253
1.869,0.07289028948309527,0.00403763503326996,-0.0010436664025638585
1.87,0.07297512767906214,0.0036613210856022366,-0.0010806839455607415
1.871,0.073196375021472,0.0032828881122962507,-0.001111731378580461
1.872,0.0734777313181128,0.002815290404258222,-0.0011357284176196122
1.873,0.07389889245385736,0.0022660366726635697,-0.0011549693382216903
1.874,0.07437918304207214,0.0016142767339980789,-0.0011625594419996032
1.875,0.0746542321622399,0.000863757113638848,-0.001161480013706457
1.876,0.07497818724131844,0.0001223258455050856,-0.001148084909988652
1.877,0.07512766998328559,-0.0006569695964516106,-0.001124993927487738
1.878,0.07511693594105143,-0.001599018861553142,-0.0010963704061288083
1.879,0.07518867032790041,-0.002454382921441247,-0.0010650362017138304
1.88,0.07522276730595068,-0.0032029665005015163,-0.0010325268529204706
1.881,0.07534715982349358,-0.003859640657869735,-0.0010049026385724304
1.882,0.07548887272537705,-0.004438867727873635,-0.0009815345430935255
